name,review,Overall Company Rating
Sunil Gunturu,Good Office building with plenty of parking and open space for walking. Its located in south Bangalore far away from congested and traffic prone IT Hub of Marathalli and Whitefield,4.6
Priya Pujari,The nearest bus stop to reach this place will be billekhali and from there u will have to walk another 1.2 kms to reach this place. The nearest metro would be Jayanagar and then will have to take a auto to reach this place which will cost around rs 50-70. No direct public transport available to reach this place,4.6
abhishek shah,"Standalone building of Oracle in JP Nagar near Kalyani Magnum. The building is of 10 floors, it has cafeteria, pantries, gym, table tennis and carrom playing room, Collab area, parking lot which is exclusive for Oracle employees and a beautiful lawn garden in the front.",4.6
Pradeep kumar R,Excellent company to work and very employee friendly company with great benefits.I started my corporate journey with oracle after completing my graduation.,4.6
Anukul kumar,"Very big building, every entrance is access controlled. It's around 2 km from JP Nagar 9th block bus stop, and 1 km from bilekhali bus stop, can go by walk as well.",4.6
Bharat Raghavan,"Working at this location now, simply beautiful !",4.6
Abhinav Rana,Old office of Oracle India Pvt Ltd,4.6
Shri Priya,Work culture is awesome. People are very friendly and helpful,4.6
Periasamy Rangasamy,It's good place to work. Flexible work timings. You can maintain work life balance,4.6
Sharad Sarin,Excellent place to work,4.6
Skanda Rakshith,Great building. Right off the main road.,4.6
Dhananjaya Bhatta,"Krishna Magnum is always special among the IT parks in Bangalore. This is very green and amidst the busy JP Nagar area. Walking area, eatery options, convenience of getting there for south Bangaloreans and view from the top floors - all these make it 5/5!",4.6
Hitesh Jain,Amazing location to work,4.6
Ravi Kiran,Best place to work,4.6
jinto johnson,This is really a nice building. The parking is well arranged and also this is situated inside a very good area. Not much traffic or noice.. the area is sarrounded with a lot of trees and plants. I actually wanted to tlstay there. This building contains VMware and oracle. Both are good companies.,4.6
Saira Banu,It's very nice ambiance good work culture full on help to new joinues,4.6
Reddeiah Gangisetti,This is where I work and it's a great place!!,4.6
Shruti Katpara,"Awesome office space, each floor has its own theme!",4.6
Raju Ht,Any body looking join oracle think 100 times as there is no hike every year and once on 2 or 3 years 7 to 10% hike,4.6
Deepak Arun,Krishna Magnum is Oracle Bengaluru office building. Its is from one of the Oracle's india development centre. It has 10 floor and around 4000 people working here. They have one dedicated floor for cafeteria for their employees. Food provided in the cafeteria is very good and subsidised.,4.6
RoHiTh,Great place to work.,4.6
Ramakrishnarao Nikam,"Temple of learning and working software solutions. India,s leading soft Ware developer situated at one of best towers of Blore. KRISHNARAJ magnum has vast area with best fecilities suitable for software sector.",4.6
Shashikanth Bhat,"One of the many Oracle facilities in bangalore with pretty good Gym and office space, as internal car, foot path connection to Kalyani magnum campus",4.6
Sunil Gunturu,Good Office building with plenty of parking and open space for walking. Its located in south Bangalore far away from congested and traffic prone IT Hub of Marathalli and Whitefield,4.6
Priya Pujari,The nearest bus stop to reach this place will be billekhali and from there u will have to walk another 1.2 kms to reach this place. The nearest metro would be Jayanagar and then will have to take a auto to reach this place which will cost around rs 50-70. No direct public transport available to reach this place,4.6
abhishek shah,"Standalone building of Oracle in JP Nagar near Kalyani Magnum. The building is of 10 floors, it has cafeteria, pantries, gym, table tennis and carrom playing room, Collab area, parking lot which is exclusive for Oracle employees and a beautiful lawn garden in the front.",4.6
Pradeep kumar R,Excellent company to work and very employee friendly company with great benefits.I started my corporate journey with oracle after completing my graduation.,4.6
Anukul kumar,"Very big building, every entrance is access controlled. It's around 2 km from JP Nagar 9th block bus stop, and 1 km from bilekhali bus stop, can go by walk as well.",4.6
Bharat Raghavan,"Working at this location now, simply beautiful !",4.6
Abhinav Rana,Old office of Oracle India Pvt Ltd,4.6
Shri Priya,Work culture is awesome. People are very friendly and helpful,4.6
Periasamy Rangasamy,It's good place to work. Flexible work timings. You can maintain work life balance,4.6
Sharad Sarin,Excellent place to work,4.6
Skanda Rakshith,Great building. Right off the main road.,4.6
Dhananjaya Bhatta,"Krishna Magnum is always special among the IT parks in Bangalore. This is very green and amidst the busy JP Nagar area. Walking area, eatery options, convenience of getting there for south Bangaloreans and view from the top floors - all these make it 5/5!",4.6
